rank,name,networth,age,country,source,industry
2190,Wang Qinghua ,$1.3 B,56,China,electric equipment,Manufacturing 
2190,Pengcheng Wen & family ,$1.3 B,59,China,agribusiness,Food & Beverage 
2190,"Alfred West, Jr. ",$1.3 B,79,United States,money management,Finance & Investments 
2190,Dan Wilks ,$1.3 B,65,United States,natural gas,Energy 
2190,Farris Wilks ,$1.3 B,70,United States,natural gas,Energy 
2190,Gang Xu ,$1.3 B,58,China,Chemicals,Manufacturing 
2190,Xu Jin ,$1.3 B,57,China,wine,Food & Beverage 
2190,Tony Xu ,$1.3 B,37,United States,food delivery service,Technology 
2190,Ye Yanqiao ,$1.3 B,52,China,soy sauce,Food & Beverage 
2190,Patrick Zalupski ,$1.3 B,41,United States,homebuilding,Real Estate 
2190,Shengda Zan ,$1.3 B,59,China,diversified,Diversified 
2190,Zeng Chaoyi ,$1.3 B,53,China,aluminum products,Manufacturing 
2190,Zhang Guiping & family ,$1.3 B,70,China,real estate,Real Estate 
2190,Peng Zhao ,$1.3 B,51,China,online recruitment,Service 
2190,Zheng Zhiguo ,$1.3 B,50,China,drugs,Healthcare 
2190,Kostyantin Zhevago ,$1.3 B,48,Ukraine,mining,Metals & Mining 
2190,Zhou Mingjie ,$1.3 B,64,China,lighting installations,Technology 
2190,Zhu Xingliang ,$1.3 B,62,China,construction,Construction & Engineering 
2190,Zhu Yiwen & family ,$1.3 B,64,China,healthcare,Healthcare 
2190,Zong Yanmin ,$1.3 B,64,China,Semiconductor materials,Manufacturing 
2324,Sanjay Agarwal ,$1.2 B,51,India,banking,Finance & Investments 
2324,Hamad bin Jassim bin Jaber Al Thani ,$1.2 B,62,Qatar,investments,Finance & Investments 
2324,Betty Ang ,$1.2 B,67,Philippines,foods,Food & Beverage 
2324,Christian Angermayer ,$1.2 B,43,Germany,investments,Finance & Investments 
2324,Mika Anttonen ,$1.2 B,55,Finland,oil & gas,Energy 
2324,Jose Maria Aristrain ,$1.2 B,59,Spain,steel,Metals & Mining 
2324,Emilio Azcarraga Jean ,$1.2 B,54,Mexico,TV broadcasting,Media & Entertainment 
2324,Thomas Bailey ,$1.2 B,85,United States,money management,Finance & Investments 
2324,Andrei Bokarev ,$1.2 B,55,Russia,"metals, mining",Manufacturing 
2324,Stephane Bonvin ,$1.2 B,55,Switzerland,real estate,Real Estate 
2324,Ashok Boob ,$1.2 B,70,India,specialty chemicals,Manufacturing 
2324,Ludwig Theodor Braun ,$1.2 B,32,Germany,medical technology,Healthcare 
2324,Friederike Braun-Luedicke ,$1.2 B,38,Germany,medical technology,Healthcare 
2324,Pradip Burman ,$1.2 B,79,India,consumer goods,Food & Beverage 
2324,Cai Hongbin ,$1.2 B,64,China,pharmaceuticals,Healthcare 
2324,Chang Kuo-Cheng ,$1.2 B,64,Taiwan,Transportation,Logistics 
2324,Jiancheng Chen ,$1.2 B,63,China,manufacturing,Manufacturing 
2324,Chen Xueling ,$1.2 B,54,China,stationery,Manufacturing 
2324,Cheng Lili ,$1.2 B,57,China,poultry breeding,Food & Beverage 
2324,Yvon Chouinard ,$1.2 B,83,United States,Patagonia,Fashion & Retail 
2324,Luigi Cremonini & family ,$1.2 B,82,Italy,meat processing,Food & Beverage 
2324,Tim Draper ,$1.2 B,63,United States,cryptocurrency,Finance & Investments 
2324,Fan Zhaoxia & family ,$1.2 B,54,China,photovoltaic equipment,Energy 
2324,Gleb Fetisov ,$1.2 B,55,Russia,investments,Telecom 
2324,Robert Fisher ,$1.2 B,68,United States,Gap,Fashion & Retail 
2324,William Fisher ,$1.2 B,65,United States,Gap,Fashion & Retail 
2324,J. Christopher Flowers ,$1.2 B,64,United States,investments,Finance & Investments 
2324,Bernd Freier ,$1.2 B,65,Germany,fashion retail,Fashion & Retail 
2324,Geng Diangen ,$1.2 B,65,China,Internet,Technology 
2324,Dan Gertler ,$1.2 B,48,Israel,mining,Metals & Mining 
2324,David Girouard ,$1.2 B,56,United States,fintech,Finance & Investments 
2324,John Goff ,$1.2 B,67,United States,real estate,Real Estate 
2324,Lawrence Golub ,$1.2 B,62,United States,private equity,Finance & Investments 
2324,Sven Hagströmer ,$1.2 B,78,Sweden,financial services,Finance & Investments 
2324,Fahed Hariri ,$1.2 B,41,Lebanon,"construction, investments",Construction & Engineering 
2324,Richard Hayne ,$1.2 B,74,United States,Urban Outfitters,Fashion & Retail 
2324,He Yamin & family ,$1.2 B,65,China,manufacturing,Manufacturing 
2324,Michael Heine ,$1.2 B,72,Australia,financial services,Finance & Investments 
2324,Heikki Herlin ,$1.2 B,35,Finland,"elevators, escalators",Manufacturing 
2324,Hong Feng ,$1.2 B,45,China,smartphones,Technology 
2324,Hu Kun ,$1.2 B,52,China,medical equipment,Healthcare 
2324,Huang Hongyun & family ,$1.2 B,55,China,real estate,Real Estate 
2324,Shanbing Huang & family ,$1.2 B,65,China,semiconductors,Technology 
2324,Huang Shih Tsai ,$1.2 B,70,Hong Kong,real estate,Real Estate 
2324,Huang Wenbiao ,$1.2 B,54,China,soy sauce,Food & Beverage 
2324,Mohammed Ibrahim ,$1.2 B,75,United Kingdom,communications,Telecom 
2324,Hedda im Brahm-Droege ,$1.2 B,67,Germany,investments,Finance & Investments 
2324,Rameshchandra Jain ,$1.2 B,73,India,textiles,Manufacturing 
2324,Laurent Junique ,$1.2 B,56,France,call centers,Technology 
2324,Zbigniew Juroszek & family ,$1.2 B,59,Poland,"real estate, gambling",Diversified 
2324,Chatchai Kaewbootta ,$1.2 B,70,Thailand,auto loans,Finance & Investments 
2324,Shirley Kao ,$1.2 B,65,Taiwan,food & beverage retailing,Food & Beverage 
2324,Ipek Kirac ,$1.2 B,37,Turkey,diversified,Diversified 
2324,Carsten Koerl ,$1.2 B,57,Germany,sports data,Sports 
2324,Andrei Kosogov ,$1.2 B,61,Russia,Banking,Energy 
2324,John Krystynak ,$1.2 B,53,United States,mobile games,Media & Entertainment 
2324,John Kusuma ,$1.2 B,55,Indonesia,banking,Finance & Investments 
2324,Hartono Kweefanus ,$1.2 B,72,Indonesia,food manufacturing,Food & Beverage 
2324,Kwek Leng Peck ,$1.2 B,66,Singapore,diversified,Diversified 
2324,Kristo Käärmann ,$1.2 B,41,Estonia,"payments, banking",Finance & Investments 
2324,Guy Laliberté ,$1.2 B,62,Canada,Cirque du Soleil,Media & Entertainment 
2324,Lee Sang-ryul ,$1.2 B,60,South Korea,chemicals,Manufacturing 
2324,Lee Seung-gun ,$1.2 B,40,South Korea,fintech,Technology 
2324,Hongjing Li ,$1.2 B,54,China,auto parts,Automotive 
2324,Li Wanqiang ,$1.2 B,44,China,smartphones,Technology 
2324,Lu Hongyan ,$1.2 B,44,China,online games,Media & Entertainment 
2324,Dalong Lv ,$1.2 B,60,China,telecom services,Telecom 
2324,Carsten Maschmeyer ,$1.2 B,62,Germany,finance services,Finance & Investments 
2324,Todd McKinnon ,$1.2 B,50,United States,software,Technology 
2324,Rubens Menin Teixeira de Souza ,$1.2 B,66,Brazil,"home building, banking",Diversified 
2324,Lorinc Meszaros ,$1.2 B,56,Hungary,diversified,Diversified 
2324,Ulrich Mommert & family ,$1.2 B,81,Austria,lighting,Automotive 
2324,Park Kwan-ho ,$1.2 B,50,South Korea,online games,Media & Entertainment 
2324,George Pedersen ,$1.2 B,86,United States,defense contractor,Manufacturing 
2324,David Penaloza Alanis ,$1.2 B,48,Mexico,toll roads,Construction & Engineering 
2324,Stefan Pierer ,$1.2 B,65,Austria,automotive,Automotive 
2324,Murdaya Poo ,$1.2 B,81,Indonesia,diversified,Diversified 
2324,Michael Price ,$1.2 B,69,United States,investments,Finance & Investments 
2324,Leonid Radvinsky ,$1.2 B,40,United States,e-commerce,Technology 
2324,Megdet Rahimkulov & family ,$1.2 B,76,Russia,investments,Finance & Investments 
2324,Andrei Rappoport ,$1.2 B,58,Russia,investments,Finance & Investments 
2324,Dasari Uday Kumar Reddy ,$1.2 B,54,India,cloud communications,Technology 
2324,Helena Revoredo ,$1.2 B,75,Spain,security services,Service 
2324,Duke Reyes ,$1.2 B,65,United States,beer distribution,Food & Beverage 
2324,Nobutada Saji ,$1.2 B,76,Japan,beverages,Food & Beverage 
2324,Leonard Schleifer ,$1.2 B,69,United States,pharmaceuticals,Healthcare 
2324,Airat Shaimiev ,$1.2 B,60,Russia,"refinery, chemicals",Energy 
2324,Radik Shaimiev ,$1.2 B,57,Russia,"refinery, chemicals",Energy 
2324,Vijay Shekhar Sharma ,$1.2 B,43,India,financial technology,Service 
2324,Devi Shetty ,$1.2 B,69,India,healthcare,Healthcare 
2324,Shum Chiu Hung & family ,$1.2 B,52,China,real estate,Real Estate 
2324,Michael Steinhardt ,$1.2 B,81,United States,hedge funds,Finance & Investments 
2324,Petter Stordalen & family ,$1.2 B,59,Norway,hotels,Service 
2324,Winarko Sulistyo ,$1.2 B,76,Indonesia,paper and pulp,Manufacturing 
2324,Sun Huaiqing & family ,$1.2 B,52,China,cosmetics,Fashion & Retail 
2324,Luc Tack ,$1.2 B,60,Belgium,"textile, chemicals",Manufacturing 
2324,Lucio Tan ,$1.2 B,87,Philippines,diversified,Diversified 
2324,Yoshikazu Tanaka ,$1.2 B,45,Japan,social network,Technology 
2324,Stanley Tang ,$1.2 B,29,United States,food delivery app,Technology 
2324,Sam Tarascio ,$1.2 B,77,Australia,real estate,Real Estate 
2324,Alexander Tedja ,$1.2 B,76,Indonesia,real estate,Real Estate 
2324,Laurie Tisch ,$1.2 B,71,United States,"insurance, NFL team",Diversified 
2324,Steven Tisch ,$1.2 B,73,United States,insurance,Diversified 
2324,Stefania Triva ,$1.2 B,57,Italy,microbiology,Healthcare 
2324,Maria Grace Uy ,$1.2 B,53,Philippines,telecom,Telecom 
2324,Wim van der Leegte ,$1.2 B,74,Netherlands,manufacturing,Manufacturing 
2324,Thongma Vijitpongpun ,$1.2 B,64,Thailand,real estate,Real Estate 
2324,Jianfeng Wang & family ,$1.2 B,52,China,auto parts,Automotive 
2324,Wang Jilei ,$1.2 B,57,China,logistics,Logistics 
2324,Wang Junmin ,$1.2 B,53,China,pharmaceuticals,Healthcare 
2324,Wang Kunxiao ,$1.2 B,52,China,oilfield equipment,Manufacturing 
2324,Wang Zhentao & family ,$1.2 B,56,China,vaccine & shoes,Healthcare 
2324,J. Wayne Weaver ,$1.2 B,86,United States,Shoes,Diversified 
2324,Weng Xianding ,$1.2 B,60,China,medical devices,Healthcare 
2324,Horst Wortmann ,$1.2 B,80,Germany,footwear,Fashion & Retail 
2324,Wu Chung-yi ,$1.2 B,66,Taiwan,manufacturing,Manufacturing 
2324,Wu Li-gann ,$1.2 B,81,Taiwan,electronic components,Manufacturing 
2324,Wu Peifu & family ,$1.2 B,60,China,plastic,Manufacturing 
2324,Xiu Laigui ,$1.2 B,67,China,pharmaceuticals,Healthcare 
2324,Yeh Kuo-I ,$1.2 B,80,Taiwan,manufacturing,Manufacturing 
2324,Faxiang Yu ,$1.2 B,50,China,"tourism, cultural industry",Media & Entertainment 
2324,Zeng Chaolin ,$1.2 B,39,China,Aluminium,Metals & Mining 
2324,Zhang Tianyu ,$1.2 B,54,China,telecommunications,Telecom 
2324,Shusheng Zheng ,$1.2 B,56,China,telecom,Telecom 
2448,A. Jayson Adair ,$1.1 B,52,United States,damaged cars,Automotive 
2448,Joao Alves de Queiroz Filho ,$1.1 B,69,Brazil,pharmaceuticals,Diversified 
2448,Ryuji Arai ,$1.1 B,75,Japan,retail,Fashion & Retail 
2448,Sara Blakely ,$1.1 B,51,United States,Spanx,Fashion & Retail 
2448,Lloyd Blankfein ,$1.1 B,67,United States,banking,Finance & Investments 
2448,Henadiy Boholyubov ,$1.1 B,60,Ukraine,"banking, investments",Diversified 
2448,Caspar Callerström ,$1.1 B,48,Sweden,financial services,Finance & Investments 
2448,Kejian Cao ,$1.1 B,59,China,air compressors,Manufacturing 
2448,Turgay Ciner ,$1.1 B,66,Turkey,diversified,Diversified 
2448,Dai Lizhong ,$1.1 B,53,China,medical testing,Healthcare 
2448,Pedro de Godoy Bueno ,$1.1 B,31,Brazil,health insurance,Healthcare 
2448,Aydin Dogan ,$1.1 B,85,Turkey,media,Media & Entertainment 
2448,Wolfgang Egger ,$1.1 B,56,Germany,real estate,Real Estate 
2448,Gabriel Escarrer ,$1.1 B,87,Spain,hotels,Service 
2448,Richard Fairbank ,$1.1 B,71,United States,banking,Finance & Investments 
2448,Andy Fang ,$1.1 B,29,United States,food delivery app,Technology 
2448,Benedicte Find ,$1.1 B,64,Denmark,medical devices,Healthcare 
2448,Paul Fireman ,$1.1 B,78,United States,Reebok,Fashion & Retail 
2448,Donald Friese ,$1.1 B,81,United States,manufacturing,Manufacturing 
2448,Soichiro Fukutake ,$1.1 B,76,Japan,education,Service 
2448,Antonio Gallardo Ballart ,$1.1 B,86,Spain,pharmaceuticals,Healthcare 
2448,David Golub ,$1.1 B,59,United States,private equity,Finance & Investments 
2448,Guan Yihong ,$1.1 B,52,China,restaurant,Food & Beverage 
2448,Stelios Haji-Ioannou ,$1.1 B,55,Cyprus,EasyJet,Service 
2448,Mustafa Hamied ,$1.1 B,81,India,pharmaceuticals,Healthcare 
2448,Han Arming Hanafia ,$1.1 B,64,Indonesia,data centers,Technology 
2448,Ronnen Harary ,$1.1 B,50,Canada,toys,Manufacturing 
2448,David Helgason ,$1.1 B,44,Iceland,game software,Technology 
2448,Christian Herz ,$1.1 B,64,Germany,coffee,Finance & Investments 
2448,Michaela Herz ,$1.1 B,64,Germany,coffee,Finance & Investments 
2448,Eduardo Hochschild ,$1.1 B,58,Peru,mining,Metals & Mining 
2448,Hong Seok-joh ,$1.1 B,69,South Korea,convenience stores,Fashion & Retail 
2448,Huang Jiangji ,$1.1 B,64,Hong Kong,smartphones,Technology 
2448,Huang Xu ,$1.1 B,54,China,semiconductor,Technology 
2448,Subba Rao Jasti ,$1.1 B,95,India,pharmaceuticals,Healthcare 
2448,Long Jiang ,$1.1 B,48,China,Manufacturing,Technology 
2448,Jiang Xuefei & family ,$1.1 B,52,China,printed circuit boards,Technology 
2448,Jonas Kamprad ,$1.1 B,56,Sweden,IKEA,Finance & Investments 
2448,Mathias Kamprad ,$1.1 B,52,Sweden,IKEA,Finance & Investments 
2448,Peter Kamprad ,$1.1 B,58,Sweden,IKEA,Finance & Investments 
2448,Andrew Karam ,$1.1 B,40,United States,mobile games,Media & Entertainment 
2448,Samvel Karapetyan ,$1.1 B,56,Russia,real estate,Construction & Engineering 
2448,Alexander Karp ,$1.1 B,54,United States,software firm,Technology 
2448,Ke Guihua ,$1.1 B,56,China,auto parts,Manufacturing 
2448,Kim Jung-woong ,$1.1 B,47,South Korea,cosmetics,Fashion & Retail 
2448,Harry Klagsbrun ,$1.1 B,67,Sweden,financial services,Finance & Investments 
2448,Alexander Knauf ,$1.1 B,47,Germany,building materials,Manufacturing 
2448,Martin Knauf ,$1.1 B,64,Germany,building materials,Manufacturing 
2448,Robert Knauf ,$1.1 B,64,Germany,building materials,Manufacturing 
2448,Koh Wee Meng ,$1.1 B,58,Singapore,"real estate, hotels",Real Estate 
2448,Sergei Kolesnikov ,$1.1 B,50,Russia,building materials,Manufacturing 
2448,Andrei Komarov ,$1.1 B,55,Russia,investments,Manufacturing 
2448,Koo Bon-neung ,$1.1 B,73,South Korea,electronics,Manufacturing 
2448,Koo Bon-sik ,$1.1 B,63,South Korea,LG,Technology 
2448,Suresh Krishna ,$1.1 B,85,India,auto parts,Automotive 
2448,Nancy Lerner ,$1.1 B,61,United States,"banking, credit cards",Finance & Investments 
2448,Norma Lerner ,$1.1 B,86,United States,banking,Finance & Investments 
2448,Randolph Lerner ,$1.1 B,60,United States,"banking, credit cards",Finance & Investments 
2448,Li Shui-po ,$1.1 B,65,Taiwan,Manufacturing,Manufacturing 
2448,Li Tan ,$1.1 B,57,China,pharmaceuticals,Healthcare 
2448,Li Wenmei & family ,$1.1 B,59,China,medical equipment,Healthcare 
2448,Lim Hariyanto Wijaya Sarwono ,$1.1 B,93,Indonesia,"palm oil, nickel mining",Energy 
2448,Lin Jie & family ,$1.1 B,53,China,pharmaceuticals,Healthcare 
2448,Liu Chengyu & family ,$1.1 B,59,China,power supply equipment,Manufacturing 
2448,Lou Boliang ,$1.1 B,58,United States,pharmaceuticals,Healthcare 
2448,Lun Ruixiang & family ,$1.1 B,54,China,real estate,Real Estate 
2448,Lv Yongxiang ,$1.1 B,72,China,magnetic switches,Manufacturing 
2448,Ma Xiuhui ,$1.1 B,51,China,LED lighting,Manufacturing 
2448,Yasseen Mansour ,$1.1 B,60,Egypt,diversified,Diversified 
2448,Jorge Mas ,$1.1 B,59,United States,Construction,Construction & Engineering 
2448,Michael McCain ,$1.1 B,64,Canada,packaged meats,Food & Beverage 
2448,Gabriella Meister ,$1.1 B,64,Germany,appliances,Manufacturing 
2448,Ulrike Meister ,$1.1 B,55,Germany,appliances,Manufacturing 
2448,Jeffrey Michael & family ,$1.1 B,65,United States,data management,Technology 
2448,Soichiro Minami ,$1.1 B,45,Japan,internet and software,Technology 
2448,Bob Muglia ,$1.1 B,62,United States,software,Technology 
2448,Erik Must ,$1.1 B,79,Norway,stock brokerage,Finance & Investments 
2448,Kerr Neilson ,$1.1 B,72,Australia,Investments,Finance & Investments 
2448,John Oyler ,$1.1 B,54,United States,biotech,Healthcare 
2448,Park Hyeon-joo ,$1.1 B,63,South Korea,mutual funds,Finance & Investments 
2448,Jose Isaac Peres & family ,$1.1 B,81,Brazil,shopping malls,Real Estate 
2448,Catherine Phillips ,$1.1 B,64,Canada,investments,Finance & Investments 
2448,John Phillips ,$1.1 B,71,Canada,investments,Finance & Investments 
2448,Pu Zhongjie & family ,$1.1 B,59,China,medical equipment,Healthcare 
2448,Qian Xiaojun ,$1.1 B,47,China,IT,Technology 
2448,Anton Rabie ,$1.1 B,50,Canada,toys,Manufacturing 
2448,Igor Rybakov ,$1.1 B,49,Russia,building materials,Manufacturing 
2448,K. Rai Sahi ,$1.1 B,75,Canada,real estate,Real Estate 
2448,"Karl Scheufele, III. & family ",$1.1 B,83,Switzerland,jewelry,Fashion & Retail 
2448,Steven Schuurman ,$1.1 B,46,Netherlands,software,Technology 
2448,Shao Zengming ,$1.1 B,64,China,diamonds,Manufacturing 
2448,Analjit Singh ,$1.1 B,68,India,diversified,Diversified 
2448,Kavita Singhania ,$1.1 B,60,India,cement,Manufacturing 
2448,Michael S. Smith ,$1.1 B,66,United States,liquefied natural gas,Energy 
2448,Scott Smith ,$1.1 B,72,United States,cloud computing,Technology 
2448,Ashok Soota ,$1.1 B,79,India,software services,Technology 
2448,Michael Spencer ,$1.1 B,66,United Kingdom,stock exchange,Finance & Investments 
2448,Venu Srinivasan ,$1.1 B,69,India,two-wheelers,Automotive 
2448,Dirk Stroeer ,$1.1 B,53,Germany,advertising,Media & Entertainment 
2448,Susanto Suwarto ,$1.1 B,66,Indonesia,media,Media & Entertainment 
2448,Xiuguo Tang ,$1.1 B,58,China,manufacturing,Manufacturing 
2448,Mehmet Sinan Tara ,$1.1 B,63,Turkey,construction,Construction & Engineering 
2448,Robert Toll ,$1.1 B,81,United States,home building,Real Estate 
2448,Surin Upatkoon ,$1.1 B,72,Thailand,"telecom, lotteries, insurance",Diversified 
2448,Sunil Vachani ,$1.1 B,53,India,electronics,Manufacturing 
2448,Murat Vargi ,$1.1 B,74,Turkey,telecom,Telecom 
2448,Pongsak Viddayakorn ,$1.1 B,88,Thailand,hospitals,Healthcare 
2448,Wang Linxiang ,$1.1 B,64,China,cashmere,Fashion & Retail 
2448,Wang Shumin ,$1.1 B,65,China,manufacturing,Manufacturing 
2448,Richard Warke ,$1.1 B,64,Canada,Mining,Metals & Mining 
2448,Anne Werninghaus ,$1.1 B,36,Brazil,industrial machinery,Manufacturing 
2448,Allan Wong ,$1.1 B,72,Hong Kong,electronics,Manufacturing 
2448,Chaoqun Wu ,$1.1 B,52,China,chemicals,Manufacturing 
2448,Wu Yonghua ,$1.1 B,51,China,apparel,Fashion & Retail 
2448,Wu Zhenxing ,$1.1 B,52,China,soy sauce,Food & Beverage 
2448,Franziska Wuerbser ,$1.1 B,34,Germany,kitchen appliances,Manufacturing 
2448,Xia Xinde ,$1.1 B,57,China,batteries,Manufacturing 
2448,Xiong Jun & family ,$1.1 B,48,China,pharmaceuticals,Healthcare 
2448,Jane Yan & family ,$1.1 B,52,China,software,Technology 
2448,Yang Erzhu ,$1.1 B,71,China,real estate,Real Estate 
2448,Vlad Yatsenko ,$1.1 B,38,Ukraine,fintech,Finance & Investments 
2448,Yi Xianzhong & family ,$1.1 B,62,China,pharmaceuticals,Healthcare 
2448,Yoshiaki Yoshida ,$1.1 B,81,Japan,cosmetics,Fashion & Retail 
2448,Yu Rong ,$1.1 B,50,China,health clinics,Healthcare 
2448,Igor Yusufov ,$1.1 B,65,Russia,oil & gas,Energy 
2448,Zeng Weixiong ,$1.1 B,64,China,healthcare,Healthcare 
2448,Zhang Cheng Fei ,$1.1 B,54,China,paper & related products,Manufacturing 
2448,Zhang Fangliang ,$1.1 B,57,China,biotechnology,Healthcare 
2448,Baoshen Zhong ,$1.1 B,54,China,solar energy,Energy 
2448,Zhou Minghua ,$1.1 B,58,China,pharmaceutical,Healthcare 
2578,Krishna Kumar Bangur ,$1 B,61,India,graphite electrodes,Manufacturing 
2578,"Wilbur  'Ed' Bosarge, Jr. ",$1 B,82,United States,high speed trading,Finance & Investments 
2578,Johanna Braun ,$1 B,42,Germany,medical technology,Healthcare 
2578,Karl Friedrich Braun ,$1 B,39,Germany,medical technology,Healthcare 
2578,Jean-Pierre Cayard ,$1 B,79,France,spirits,Food & Beverage 
2578,Tony Chen ,$1 B,72,Taiwan,electronics,Technology 
2578,Vivien Chen ,$1 B,63,Hong Kong,real estate,Real Estate 
2578,Chey Ki-won ,$1 B,57,South Korea,"computer services, telecom",Technology 
2578,Pollyanna Chu ,$1 B,64,Hong Kong,"financial services, property",Finance & Investments 
2578,Roy Chi Ping Chung ,$1 B,69,Hong Kong,manufacturing,Manufacturing 
2578,Doug Clarke ,$1 B,41,Australia,"cameras, software",Technology 
2578,Ronald Clarke ,$1 B,66,United States,payments technology,Technology 
2578,Jean-Paul Clozel ,$1 B,67,Switzerland,pharmaceuticals,Healthcare 
2578,Carl DeSantis ,$1 B,82,United States,energy drink,Food & Beverage 
2578,Sefik Yilmaz Dizdar ,$1 B,84,Turkey,fashion retail,Fashion & Retail 
2578,Charles Dunstone ,$1 B,58,United Kingdom,mobile phones,Telecom 
